0041 ; 0061
FF36 ; 0076
FF37 ; 0077
FF38 ; 0078
FF39 ; 0079
FF3A ; 007A
FF3B ; 005B
FF3C ; 005C
FF3D ; 005D
FF3E ; 005E
FF3F ; 005F
FF40 ; 0060
FF41 ; 0061
FF42 ; 0062
FF43 ; 0063
FF44 ; 0064
FF45 ; 0065
FF46 ; 0066
FF47 ; 0067
FF48 ; 0068
FF49 ; 0069
FF4A ; 006A
FF4B ; 006B
FF4C ; 006C
FF4D ; 006D
FF4E ; 006E
FF4F ; 006F
FF50 ; 0070
FF51 ; 0071
FF52 ; 0072
FF53 ; 0073
FF54 ; 0074
FF55 ; 0075
FF56 ; 0076
FF57 ; 0077
FF58 ; 0078
FF59 ; 0079
FF5A ; 007A
FF5B ; 007B
FF5C ; 007C
FF5D ; 007D
FF5E ; 007E
FF5F ; 2985
FF60 ; 2986
FF66 ; 30F2
FF67 ; 30A1
FF68 ; 30A3
FF69 ; 30A5
FF6A ; 30A7
FF6B ; 30A9
FF6C ; 30E3
FF6D ; 30E5
FF6E ; 30E7
FF6F ; 30C3
FF70 ; 30FC
FF71 ; 30A2
FF72 ; 30A4
FF73 ; 30A6
FF74 ; 30A8
FF75 ; 30AA
FF76 ; 30AB
FF77 ; 30AD
FF78 ; 30AF
FF79 ; 30B1
FF7A ; 30B3
FF7B ; 30B5
FF7C ; 30B7
FF7D ; 30B9
FF7E ; 30BB
FF7F ; 30BD
FF80 ; 30BF
FF81 ; 30C1
FF82 ; 30C4
FF83 ; 30C6
FF84 ; 30C8
FF85 ; 30CA
FF86 ; 30CB
FF87 ; 30CC
FF88 ; 30CD
FF89 ; 30CE
FF8A ; 30CF
FF8B ; 30D2
FF8C ; 30D5
FF8D ; 30D8
FF8E ; 30DB
FF8F ; 30DE
FF90 ; 30DF
FF91 ; 30E0
FF92 ; 30E1
FF93 ; 30E2
FF94 ; 30E4
FF95 ; 30E6
FF96 ; 30E8
FF97 ; 30E9
FF98 ; 30EA
FF99 ; 30EB
FF9A ; 30EC
FF9B ; 30ED
FF9C ; 30EF
FF9D ; 30F3
FF9E ; 3099
FF9F ; 309A
FFA0 ; 3164
FFA1 ; 3131
FFA2 ; 3132
FFA3 ; 3133
FFA4 ; 3134
FFA5 ; 3135
FFA6 ; 3136
FFA7 ; 3137
FFA8 ; 3138
FFA9 ; 3139
FFAA ; 313A
FFAB ; 313B
FFAC ; 313C
FFAD ; 313D
FFAE ; 313E
FFAF ; 313F
FFB0 ; 3140
FFB1 ; 3141
FFB2 ; 3142
FFB3 ; 3143
FFB4 ; 3144
FFB5 ; 3145
FFB6 ; 3146
FFB7 ; 3147
FFB8 ; 3148
FFB9 ; 3149
FFBA ; 314A
FFBB ; 314B
FFBC ; 314C
FFBD ; 314D
FFBE ; 314E
FFC2 ; 314F
FFC3 ; 3150
FFC4 ; 3151
FFC5 ; 3152
FFC6 ; 3153
FFC7 ; 3154
FFCA ; 3155
FFCB ; 3156
FFCC ; 3157
FFCD ; 3158
FFCE ; 3159
FFCF ; 315A
FFD2 ; 315B
FFD3 ; 315C
FFD4 ; 315D
FFD5 ; 315E
FFD6 ; 315F
FFD7 ; 3160
FFDA ; 3161
FFDB ; 3162
FFDC ; 3163
FFE0 ; 00A2
FFE1 ; 00A3
FFE2 ; 00AC
FFE3 ; 00AF
FFE4 ; 00A6
FFE5 ; 00A5
FFE6 ; 20A9
10400 ; 10428
10401 ; 10429
10402 ; 1042A
10403 ; 1042B
10404 ; 1042C
10405 ; 1042D
10406 ; 1042E
10407 ; 1042F
10408 ; 10430
10409 ; 10431
1040A ; 10432
1040B ; 10433
1040C ; 10434
1040D ; 10435
1040E ; 10436
1040F ; 10437
10410 ; 10438
10411 ; 10439
10412 ; 1043A
10413 ; 1043B
10414 ; 1043C
10415 ; 1043D
10416 ; 1043E
10417 ; 1043F
10418 ; 10440
10419 ; 10441
1041A ; 10442
1041B ; 10443
1041C ; 10444
1041D ; 10445
1041E ; 10446
1041F ; 10447
10420 ; 10448
10421 ; 10449
10422 ; 1044A
10423 ; 1044B
10424 ; 1044C
10425 ; 1044D
10426 ; 1044E
10427 ; 1044F
1D15E ; 1D157 1D165
1D15F ; 1D158 1D165
1D160 ; 1D158 1D165 1D16E
1D161 ; 1D158 1D165 1D16F
1D162 ; 1D158 1D165 1D170
1D163 ; 1D158 1D165 1D171
1D164 ; 1D158 1D165 1D172
1D1BB ; 1D1B9 1D165
1D1BC ; 1D1BA 1D165
1D1BD ; 1D1B9 1D165 1D16E
1D1BE ; 1D1BA 1D165 1D16E
1D1BF ; 1D1B9 1D165 1D16F
1D1C0 ; 1D1BA 1D165 1D16F
1D400 ; 0061
1D401 ; 0062
1D402 ; 0063
1D403 ; 0064
1D404 ; 0065
1D405 ; 0066
1D406 ; 0067
1D407 ; 0068
1D408 ; 0069
1D409 ; 006A
1D40A ; 006B
1D40B ; 006C
1D40C ; 006D
1D40D ; 006E
1D40E ; 006F
1D40F ; 0070
1D410 ; 0071
1D411 ; 0072
1D412 ; 0073
1D413 ; 0074
1D414 ; 0075
1D415 ; 0076
1D416 ; 0077
1D417 ; 0078
1D418 ; 0079
1D419 ; 007A
1D41A ; 0061
1D41B ; 0062
1D41C ; 0063
1D41D ; 0064
1D41E ; 0065
1D41F ; 0066
1D420 ; 0067
1D421 ; 0068
1D422 ; 0069
1D423 ; 006A
1D424 ; 006B
1D425 ; 006C
1D426 ; 006D
1D427 ; 006E
1D428 ; 006F
1D429 ; 0070
1D42A ; 0071
1D42B ; 0072
1D42C ; 0073
1D42D ; 0074
1D42E ; 0075
1D42F ; 0076
1D430 ; 0077
1D431 ; 0078
1D432 ; 0079
1D433 ; 007A
1D434 ; 0061
1D435 ; 0062
1D436 ; 0063
1D437 ; 0064
1D438 ; 0065
1D439 ; 0066
1D43A ; 0067
1D43B ; 0068
1D43C ; 0069
1D43D ; 006A
1D43E ; 006B
1D43F ; 006C
1D440 ; 006D
1D441 ; 006E
1D442 ; 006F
1D443 ; 0070
1D444 ; 0071
1D445 ; 0072
1D446 ; 0073
1D447 ; 0074
1D448 ; 0075
1D449 ; 0076
1D44A ; 0077
1D44B ; 0078
1D44C ; 0079
1D44D ; 007A
1D44E ; 0061
1D44F ; 0062
1D450 ; 0063
1D451 ; 0064
1D452 ; 0065
1D453 ; 0066
1D454 ; 0067
1D456 ; 0069
1D457 ; 006A
1D458 ; 006B
1D459 ; 006C
1D45A ; 006D
1D45B ; 006E
1D45C ; 006F
1D45D ; 0070
1D45E ; 0071
1D45F ; 0072
1D460 ; 0073
1D461 ; 0074
1D462 ; 0075
1D463 ; 0076
1D464 ; 0077
1D465 ; 0078
1D466 ; 0079
1D467 ; 007A
1D468 ; 0061
1D469 ; 0062
1D46A ; 0063
1D46B ; 0064
1D46C ; 0065
1D46D ; 0066
1D46E ; 0067
1D46F ; 0068
1D470 ; 0069
1D471 ; 006A
1D472 ; 006B
1D473 ; 006C
1D474 ; 006D
1D475 ; 006E
1D476 ; 006F
1D477 ; 0070
1D478 ; 0071
1D479 ; 0072
1D47A ; 0073
1D47B ; 0074
1D47C ; 0075
1D47D ; 0076
1D47E ; 0077
1D47F ; 0078
1D480 ; 0079
1D481 ; 007A
1D482 ; 0061
1D483 ; 0062
1D484 ; 0063
1D485 ; 0064
1D486 ; 0065
1D487 ; 0066
1D488 ; 0067
1D489 ; 0068
1D48A ; 0069
1D48B ; 006A
1D48C ; 006B
1D48D ; 006C
1D48E ; 006D
1D48F ; 006E
1D490 ; 006F
1D491 ; 0070
1D492 ; 0071
1D493 ; 0072
1D494 ; 0073
1D495 ; 0074
1D496 ; 0075
1D497 ; 0076
1D498 ; 0077
1D499 ; 0078
1D49A ; 0079
1D49B ; 007A
1D49C ; 0061
1D49E ; 0063
1D49F ; 0064
1D4A2 ; 0067
1D4A5 ; 006A
1D4A6 ; 006B
1D4A9 ; 006E
1D4AA ; 006F
1D4AB ; 0070
1D4AC ; 0071
1D4AE ; 0073
1D4AF ; 0074
1D4B0 ; 0075
1D4B1 ; 0076
1D4B2 ; 0077
1D4B3 ; 0078
1D4B4 ; 0079
1D4B5 ; 007A
1D4B6 ; 0061
1D4B7 ; 0062
1D4B8 ; 0063
1D4B9 ; 0064
1D4BB ; 0066
1D4BD ; 0068
1D4BE ; 0069
1D4BF ; 006A
1D4C0 ; 006B
1D4C1 ; 006C
1D4C2 ; 006D
1D4C3 ; 006E
1D4C5 ; 0070
1D4C6 ; 0071
1D4C7 ; 0072
1D4C8 ; 0073
1D4C9 ; 0074
1D4CA ; 0075
1D4CB ; 0076
1D4CC ; 0077
1D4CD ; 0078
1D4CE ; 0079
1D4CF ; 007A
1D4D0 ; 0061
1D4D1 ; 0062
1D4D2 ; 0063
1D4D3 ; 0064
1D4D4 ; 0065
1D4D5 ; 0066
1D4D6 ; 0067
1D4D7 ; 0068
1D4D8 ; 0069
1D4D9 ; 006A
1D4DA ; 006B
1D4DB ; 006C
1D4DC ; 006D
1D4DD ; 006E
1D4DE ; 006F
1D4DF ; 0070
1D4E0 ; 0071
1D4E1 ; 0072
1D4E2 ; 0073
1D4E3 ; 0074
1D4E4 ; 0075
1D4E5 ; 0076
1D4E6 ; 0077
1D4E7 ; 0078
1D4E8 ; 0079
1D4E9 ; 007A
1D4EA ; 0061
1D4EB ; 0062
1D4EC ; 0063
1D4ED ; 0064
1D4EE ; 0065
1D4EF ; 0066
1D4F0 ; 0067
1D4F1 ; 0068
1D4F2 ; 0069
1D4F3 ; 006A
1D4F4 ; 006B
1D4F5 ; 006C
1D4F6 ; 006D
1D4F7 ; 006E
1D4F8 ; 006F
1D4F9 ; 0070
1D4FA ; 0071
1D4FB ; 0072
1D4FC ; 0073
1D4FD ; 0074
1D4FE ; 0075
1D4FF ; 0076
1D500 ; 0077
1D501 ; 0078
1D502 ; 0079
1D503 ; 007A
1D504 ; 0061
1D505 ; 0062
1D507 ; 0064
1D508 ; 0065
1D509 ; 0066
1D50A ; 0067
1D50D ; 006A
1D50E ; 006B
1D50F ; 006C
1D510 ; 006D
1D511 ; 006E
1D512 ; 006F
1D513 ; 0070
1D514 ; 0071
1D516 ; 0073
1D517 ; 0074
1D518 ; 0075
1D519 ; 0076
1D51A ; 0077
1D51B ; 0078
1D51C ; 0079
1D51E ; 0061
1D51F ; 0062
1D520 ; 0063
1D521 ; 0064
1D522 ; 0065
1D523 ; 0066
1D524 ; 0067
1D525 ; 0068
1D526 ; 0069
1D527 ; 006A
1D528 ; 006B
1D529 ; 006C
1D52A ; 006D
1D52B ; 006E
1D52C ; 006F
1D52D ; 0070
1D52E ; 0071
1D52F ; 0072
1D530 ; 0073
1D531 ; 0074
1D532 ; 0075
1D533 ; 0076
1D534 ; 0077
1D535 ; 0078
1D536 ; 0079
1D537 ; 007A
1D538 ; 0061
1D539 ; 0062
1D53B ; 0064
1D53C ; 0065
1D53D ; 0066
1D53E ; 0067
1D540 ; 0069
1D541 ; 006A
1D542 ; 006B
1D543 ; 006C
1D544 ; 006D
1D546 ; 006F
1D54A ; 0073
1D54B ; 0074
1D54C ; 0075
1D54D ; 0076
1D54E ; 0077
1D54F ; 0078
1D550 ; 0079
1D552 ; 0061
1D553 ; 0062
1D554 ; 0063
1D555 ; 0064
1D556 ; 0065
1D557 ; 0066
1D558 ; 0067
1D559 ; 0068
1D55A ; 0069
1D55B ; 006A
1D55C ; 006B
1D55D ; 006C
1D55E ; 006D
1D55F ; 006E
1D560 ; 006F
1D561 ; 0070
1D562 ; 0071
1D563 ; 0072
1D564 ; 0073
1D565 ; 0074
1D566 ; 0075
1D567 ; 0076
1D568 ; 0077
1D569 ; 0078
1D56A ; 0079
1D56B ; 007A
1D56C ; 0061
1D56D ; 0062
1D56E ; 0063
1D56F ; 0064
1D570 ; 0065
1D571 ; 0066
1D572 ; 0067
1D573 ; 0068
1D574 ; 0069
1D575 ; 006A
1D576 ; 006B
1D577 ; 006C
1D578 ; 006D
1D579 ; 006E
1D57A ; 006F
1D57B ; 0070
1D57C ; 0071
1D57D ; 0072
1D57E ; 0073
1D57F ; 0074
1D580 ; 0075
1D581 ; 0076
1D582 ; 0077
1D583 ; 0078
1D584 ; 0079
1D585 ; 007A
1D586 ; 0061
1D587 ; 0062
1D588 ; 0063
1D589 ; 0064
1D58A ; 0065
1D58B ; 0066
1D58C ; 0067
1D58D ; 0068
1D58E ; 0069
1D58F ; 006A
1D590 ; 006B
1D591 ; 006C
1D592 ; 006D
1D593 ; 006E
1D594 ; 006F
1D595 ; 0070
1D596 ; 0071
1D597 ; 0072
1D598 ; 0073
1D599 ; 0074
1D59A ; 0075
1D59B ; 0076
1D59C ; 0077
1D59D ; 0078
1D59E ; 0079
1D59F ; 007A
1D5A0 ; 0061
1D5A1 ; 0062
1D5A2 ; 0063
1D5A3 ; 0064
1D5A4 ; 0065
1D5A5 ; 0066
1D5A6 ; 0067
1D5A7 ; 0068
1D5A8 ; 0069
1D5A9 ; 006A
1D5AA ; 006B
1D5AB ; 006C
1D5AC ; 006D
1D5AD ; 006E
1D5AE ; 006F
1D5AF ; 0070
1D5B0 ; 0071
1D5B1 ; 0072
1D5B2 ; 0073
1D5B3 ; 0074
1D5B4 ; 0075
1D5B5 ; 0076
1D5B6 ; 0077
1D5B7 ; 0078
1D5B8 ; 0079
1D5B9 ; 007A
1D5BA ; 0061
1D5BB ; 0062
1D5BC ; 0063
1D5BD ; 0064
1D5BE ; 0065
1D5BF ; 0066
1D5C0 ; 0067
1D5C1 ; 0068
1D5C2 ; 0069
1D5C3 ; 006A
1D5C4 ; 006B
1D5C5 ; 006C
1D5C6 ; 006D
1D5C7 ; 006E
1D5C8 ; 006F
1D5C9 ; 0070
1D5CA ; 0071
1D5CB ; 0072
1D5CC ; 0073
1D5CD ; 0074
1D5CE ; 0075
1D5CF ; 0076
1D5D0 ; 0077
1D5D1 ; 0078
1D5D2 ; 0079
1D5D3 ; 007A
1D5D4 ; 0061
1D5D5 ; 0062
1D5D6 ; 0063
1D5D7 ; 0064
1D5D8 ; 0065
1D5D9 ; 0066
1D5DA ; 0067
1D5DB ; 0068
1D5DC ; 0069
1D5DD ; 006A
1D5DE ; 006B
1D5DF ; 006C
1D5E0 ; 006D
1D5E1 ; 006E
1D5E2 ; 006F
1D5E3 ; 0070
1D5E4 ; 0071
1D5E5 ; 0072
1D5E6 ; 0073
1D5E7 ; 0074
1D5E8 ; 0075
1D5E9 ; 0076
1D5EA ; 0077
1D5EB ; 0078
1D5EC ; 0079
1D5ED ; 007A
1D5EE ; 0061
1D5EF ; 0062
1D5F0 ; 0063
1D5F1 ; 0064
1D5F2 ; 0065
1D5F3 ; 0066
1D5F4 ; 0067
1D5F5 ; 0068
1D5F6 ; 0069
1D5F7 ; 006A
1D5F8 ; 006B
1D5F9 ; 006C
1D5FA ; 006D
1D5FB ; 006E
1D5FC ; 006F
1D5FD ; 0070
1D5FE ; 0071
1D5FF ; 0072
1D600 ; 0073
1D601 ; 0074
1D602 ; 0075
1D603 ; 0076
1D604 ; 0077
1D605 ; 0078
1D606 ; 0079
1D607 ; 007A
1D608 ; 0061
1D609 ; 0062
1D60A ; 0063
1D60B ; 0064
1D60C ; 0065
1D60D ; 0066
1D60E ; 0067
1D60F ; 0068
1D610 ; 0069
1D611 ; 006A
1D612 ; 006B
1D613 ; 006C
1D614 ; 006D
1D615 ; 006E
1D616 ; 006F
1D617 ; 0070
1D618 ; 0071
1D619 ; 0072
1D61A ; 0073
1D61B ; 0074
1D61C ; 0075
1D61D ; 0076
1D61E ; 0077
1D61F ; 0078
1D620 ; 0079
1D621 ; 007A
1D622 ; 0061
1D623 ; 0062
1D624 ; 0063
1D625 ; 0064
1D626 ; 0065
1D627 ; 0066
1D628 ; 0067
1D629 ; 0068
1D62A ; 0069
1D62B ; 006A
1D62C ; 006B
1D62D ; 006C
1D62E ; 006D
1D62F ; 006E
1D630 ; 006F
1D631 ; 0070
1D632 ; 0071
1D633 ; 0072
1D634 ; 0073
1D635 ; 0074
1D636 ; 0075
1D637 ; 0076
1D638 ; 0077
1D639 ; 0078
1D63A ; 0079
1D63B ; 007A
1D63C ; 0061
1D63D ; 0062
1D63E ; 0063
1D63F ; 0064
1D640 ; 0065
1D641 ; 0066
1D642 ; 0067
1D643 ; 0068
1D644 ; 0069
1D645 ; 006A
1D646 ; 006B
1D647 ; 006C
1D648 ; 006D
1D649 ; 006E
1D64A ; 006F
1D64B ; 0070
1D64C ; 0071
1D64D ; 0072
1D64E ; 0073
1D64F ; 0074
1D650 ; 0075
1D651 ; 0076
1D652 ; 0077
1D653 ; 0078
1D654 ; 0079
1D655 ; 007A
1D656 ; 0061
1D657 ; 0062
1D658 ; 0063
1D659 ; 0064
1D65A ; 0065
1D65B ; 0066
1D65C ; 0067
1D65D ; 0068
1D65E ; 0069
1D65F ; 006A
1D660 ; 006B
1D661 ; 006C
1D662 ; 006D
1D663 ; 006E
1D664 ; 006F
1D665 ; 0070
1D666 ; 0071
1D667 ; 0072
1D668 ; 0073
1D669 ; 0074
1D66A ; 0075
1D66B ; 0076
1D66C ; 0077
1D66D ; 0078
1D66E ; 0079
1D66F ; 007A
1D670 ; 0061
1D671 ; 0062
1D672 ; 0063
1D673 ; 0064
1D674 ; 0065
1D675 ; 0066
1D676 ; 0067
1D677 ; 0068
1D678 ; 0069
1D679 ; 006A
1D67A ; 006B
1D67B ; 006C
1D67C ; 006D
1D67D ; 006E
1D67E ; 006F
1D67F ; 0070
1D680 ; 0071
1D681 ; 0072
1D682 ; 0073
1D683 ; 0074
1D684 ; 0075
1D685 ; 0076
1D686 ; 0077
1D687 ; 0078
1D688 ; 0079
1D689 ; 007A
1D68A ; 0061
1D68B ; 0062
1D68C ; 0063
1D68D ; 0064
1D68E ; 0065
1D68F ; 0066
1D690 ; 0067
1D691 ; 0068
1D692 ; 0069
1D693 ; 006A
1D694 ; 006B
1D695 ; 006C
1D696 ; 006D
1D697 ; 006E
1D698 ; 006F
1D699 ; 0070
1D69A ; 0071
1D69B ; 0072
1D69C ; 0073
1D69D ; 0074
1D69E ; 0075
1D69F ; 0076
1D6A0 ; 0077
1D6A1 ; 0078
1D6A2 ; 0079
1D6A3 ; 007A
1D6A4 ; 0131
1D6A5 ; 0237
1D6A8 ; 03B1
1D6A9 ; 03B2
1D6AA ; 03B3
1D6AB ; 03B4
1D6AC ; 03B5
1D6AD ; 03B6
1D6AE ; 03B7
1D6AF ; 03B8
1D6B0 ; 03B9
1D6B1 ; 03BA
1D6B2 ; 03BB
1D6B3 ; 03BC
1D6B4 ; 03BD
1D6B5 ; 03BE
1D6B6 ; 03BF
1D6B7 ; 03C0
1D6B8 ; 03C1
1D6B9 ; 03B8
1D6BA ; 03C3
1D6BB ; 03C4
1D6BC ; 03C5
1D6BD ; 03C6
1D6BE ; 03C7
1D6BF ; 03C8
1D6C0 ; 03C9
1D6C2 ; 03B1
1D6C3 ; 03B2
1D6C4 ; 03B3
1D6C5 ; 03B4
1D6C6 ; 03B5
1D6C7 ; 03B6
1D6C8 ; 03B7
1D6C9 ; 03B8
1D6CA ; 03B9
1D6CB ; 03BA
1D6CC ; 03BB
1D6CD ; 03BC
1D6CE ; 03BD
1D6CF ; 03BE
1D6D0 ; 03BF
1D6D1 ; 03C0
1D6D2 ; 03C1
1D6D3 ; 03C3
1D6D4 ; 03C3
1D6D5 ; 03C4
1D6D6 ; 03C5
1D6D7 ; 03C6
1D6D8 ; 03C7
1D6D9 ; 03C8
1D6DA ; 03C9
1D6DC ; 03B5
1D6DD ; 03B8
1D6DE ; 03BA
1D6DF ; 03C6
1D6E0 ; 03C1
1D6E1 ; 03C0
1D6E2 ; 03B1
1D6E3 ; 03B2
1D6E4 ; 03B3
1D6E5 ; 03B4
1D6E6 ; 03B5
1D6E7 ; 03B6
1D6E8 ; 03B7
1D6E9 ; 03B8
1D6EA ; 03B9
1D6EB ; 03BA
1D6EC ; 03BB
1D6ED ; 03BC
1D6EE ; 03BD
1D6EF ; 03BE
1D6F0 ; 03BF
1D6F1 ; 03C0
1D6F2 ; 03C1
1D6F3 ; 03B8
1D6F4 ; 03C3
1D6F5 ; 03C4
1D6F6 ; 03C5
1D6F7 ; 03C6
1D6F8 ; 03C7
1D6F9 ; 03C8
1D6FA ; 03C9
1D6FC ; 03B1
1D6FD ; 03B2
1D6FE ; 03B3
1D6FF ; 03B4
1D700 ; 03B5
1D701 ; 03B6
1D702 ; 03B7
1D703 ; 03B8
1D704 ; 03B9
1D705 ; 03BA
1D706 ; 03BB
1D707 ; 03BC
1D708 ; 03BD
1D709 ; 03BE
1D70A ; 03BF
1D70B ; 03C0
1D70C ; 03C1
1D70D ; 03C3
1D70E ; 03C3
1D70F ; 03C4
1D710 ; 03C5
1D711 ; 03C6
1D712 ; 03C7
1D713 ; 03C8
1D714 ; 03C9
1D716 ; 03B5
1D717 ; 03B8
1D718 ; 03BA
1D719 ; 03C6
1D71A ; 03C1
1D71B ; 03C0
1D71C ; 03B1
1D71D ; 03B2
1D71E ; 03B3
1D71F ; 03B4
1D720 ; 03B5
1D721 ; 03B6
1D722 ; 03B7
1D723 ; 03B8
1D724 ; 03B9
1D725 ; 03BA
1D726 ; 03BB
1D727 ; 03BC
1D728 ; 03BD
1D729 ; 03BE
1D72A ; 03BF
1D72B ; 03C0
1D72C ; 03C1
1D72D ; 03B8
1D72E ; 03C3
1D72F ; 03C4
1D730 ; 03C5
1D731 ; 03C6
1D732 ; 03C7
1D733 ; 03C8
1D734 ; 03C9
1D736 ; 03B1
1D737 ; 03B2
1D738 ; 03B3
1D739 ; 03B4
1D73A ; 03B5
1D73B ; 03B6
1D73C ; 03B7
1D73D ; 03B8
1D73E ; 03B9
1D73F ; 03BA
1D740 ; 03BB
1D741 ; 03BC
1D742 ; 03BD
1D743 ; 03BE
1D744 ; 03BF
1D745 ; 03C0
1D746 ; 03C1
1D747 ; 03C3
1D748 ; 03C3
1D749 ; 03C4
1D74A ; 03C5
1D74B ; 03C6
1D74C ; 03C7
1D74D ; 03C8
1D74E ; 03C9
1D750 ; 03B5
1D751 ; 03B8
1D752 ; 03BA
1D753 ; 03C6
1D754 ; 03C1
1D755 ; 03C0
1D756 ; 03B1
1D757 ; 03B2
1D758 ; 03B3
1D759 ; 03B4
1D75A ; 03B5
1D75B ; 03B6
1D75C ; 03B7
1D75D ; 03B8
1D75E ; 03B9
1D75F ; 03BA
1D760 ; 03BB
1D761 ; 03BC
1D762 ; 03BD
1D763 ; 03BE
1D764 ; 03BF
1D765 ; 03C0
1D766 ; 03C1
1D767 ; 03B8
1D768 ; 03C3
1D769 ; 03C4
1D76A ; 03C5
1D76B ; 03C6
1D76C ; 03C7
1D76D ; 03C8
1D76E ; 03C9
1D770 ; 03B1
1D771 ; 03B2
1D772 ; 03B3
1D773 ; 03B4
1D774 ; 03B5
1D775 ; 03B6
1D776 ; 03B7
1D777 ; 03B8
1D778 ; 03B9
1D779 ; 03BA
1D77A ; 03BB
1D77B ; 03BC
1D77C ; 03BD
1D77D ; 03BE
1D77E ; 03BF
1D77F ; 03C0
1D780 ; 03C1
1D781 ; 03C3
1D782 ; 03C3
1D783 ; 03C4
1D784 ; 03C5
1D785 ; 03C6
1D786 ; 03C7
1D787 ; 03C8
1D788 ; 03C9
1D78A ; 03B5
1D78B ; 03B8
1D78C ; 03BA
1D78D ; 03C6
1D78E ; 03C1
1D78F ; 03C0
1D790 ; 03B1
1D791 ; 03B2
1D792 ; 03B3
1D793 ; 03B4
1D794 ; 03B5
1D795 ; 03B6
1D796 ; 03B7
1D797 ; 03B8
1D798 ; 03B9
1D799 ; 03BA
1D79A ; 03BB
1D79B ; 03BC
1D79C ; 03BD
1D79D ; 03BE
1D79E ; 03BF
1D79F ; 03C0
1D7A0 ; 03C1
1D7A1 ; 03B8
1D7A2 ; 03C3
1D7A3 ; 03C4
1D7A4 ; 03C5
1D7A5 ; 03C6
1D7A6 ; 03C7
1D7A7 ; 03C8
1D7A8 ; 03C9
1D7AA ; 03B1
1D7AB ; 03B2
1D7AC ; 03B3
1D7AD ; 03B4
1D7AE ; 03B5
1D7AF ; 03B6
1D7B0 ; 03B7
1D7B1 ; 03B8
1D7B2 ; 03B9
1D7B3 ; 03BA
1D7B4 ; 03BB
1D7B5 ; 03BC
1D7B6 ; 03BD
1D7B7 ; 03BE
1D7B8 ; 03BF
1D7B9 ; 03C0
1D7BA ; 03C1
1D7BB ; 03C3
1D7BC ; 03C3
1D7BD ; 03C4
1D7BE ; 03C5
1D7BF ; 03C6
1D7C0 ; 03C7
1D7C1 ; 03C8
1D7C2 ; 03C9
1D7C4 ; 03B5
1D7C5 ; 03B8
1D7C6 ; 03BA
1D7C7 ; 03C6
1D7C8 ; 03C1
1D7C9 ; 03C0
1D7CA ; 03DD
1D7CB ; 03DD
1D7CE ; 0030
1D7CF ; 0031
1D7D0 ; 0032
1D7D1 ; 0033
1D7D2 ; 0034
1D7D3 ; 0035
1D7D4 ; 0036
1D7D5 ; 0037
1D7D6 ; 0038
1D7D7 ; 0039
1D7D8 ; 0030
1D7D9 ; 0031
1D7DA ; 0032
1D7DB ; 0033
1D7DC ; 0034
1D7DD ; 0035
1D7DE ; 0036
1D7DF ; 0037
1D7E0 ; 0038
1D7E1 ; 0039
1D7E2 ; 0030
1D7E3 ; 0031
1D7E4 ; 0032
1D7E5 ; 0033
1D7E6 ; 0034
1D7E7 ; 0035
1D7E8 ; 0036
1D7E9 ; 0037
1D7EA ; 0038
1D7EB ; 0039
1D7EC ; 0030
1D7ED ; 0031
1D7EE ; 0032
1D7EF ; 0033
1D7F0 ; 0034
1D7F1 ; 0035
1D7F2 ; 0036
1D7F3 ; 0037
1D7F4 ; 0038
1D7F5 ; 0039
1D7F6 ; 0030
1D7F7 ; 0031
1D7F8 ; 0032
1D7F9 ; 0033
1D7FA ; 0034
1D7FB ; 0035
1D7FC ; 0036
1D7FD ; 0037
1D7FE ; 0038
1D7FF ; 0039
2F800 ; 4E3D
2F801 ; 4E38
2F802 ; 4E41
2F803 ; 20122
2F804 ; 4F60
2F805 ; 4FAE
2F806 ; 4FBB
2F807 ; 5002
2F808 ; 507A
2F809 ; 5099
2F80A ; 50E7
2F80B ; 50CF
2F80C ; 349E
2F80D ; 2063A
2F80E ; 514D
2F80F ; 5154
2F810 ; 5164
2F811 ; 5177
2F812 ; 2051C
2F813 ; 34B9
2F814 ; 5167
2F815 ; 518D
2F816 ; 2054B
2F817 ; 5197
2F818 ; 51A4
2F819 ; 4ECC
2F81A ; 51AC
2F81B ; 51B5
2F81C ; 291DF
2F81D ; 51F5
2F81E ; 5203
2F81F ; 34DF
2F820 ; 523B
2F821 ; 5246
2F822 ; 5272
2F823 ; 5277
2F824 ; 3515
2F825 ; 52C7
2F826 ; 52C9
2F827 ; 52E4
2F828 ; 52FA
2F829 ; 5305
2F82A ; 5306
2F82B ; 5317
2F82C ; 5349
2F82D ; 5351
2F82E ; 535A
2F82F ; 5373
2F830 ; 537D
2F831 ; 537F
2F832 ; 537F
2F833 ; 537F
2F834 ; 20A2C
2F835 ; 7070
2F836 ; 53CA
2F837 ; 53DF
2F838 ; 20B63
2F839 ; 53EB
2F83A ; 53F1
2F83B ; 5406
2F83C ; 549E
2F83D ; 5438
2F83E ; 5448
2F83F ; 5468
2F840 ; 54A2
2F841 ; 54F6
2F842 ; 5510
2F843 ; 5553
2F844 ; 5563
2F845 ; 5584
2F846 ; 5584
2F847 ; 5599
2F848 ; 55AB
2F849 ; 55B3
2F84A ; 55C2
2F84B ; 5716
2F84C ; 5606
2F84D ; 5717
2F84E ; 5651
2F84F ; 5674
2F850 ; 5207
2F851 ; 58EE
2F852 ; 57CE
2F853 ; 57F4
2F854 ; 580D
2F855 ; 578B
2F856 ; 5832
